Land;Postleitzahl;Zusatzzahl;Ort;Amtliche Gemeindeverzeichnis ID
CH;3000;21;Bern 21;0
CH;3000;22;Bern 22;0
CH;3000;23;Bern 23;0
CH;3000;25;Bern 25;0
CH;3000;28;Bern BrÅnnen;0
CH;3000;31;Bern 31;0
CH;3000;47;Bern 7 BÑrenplatz;0
CH;3000;61;Bern 60 UPD;0
CH;3000;65;Bern 65;0
CH;3000;71;Bern 71 CS PZ;0
CH;3000;75;Bern 22 Kaserne;0
CH;3000;76;Bern Postauto;0
CH;3000;77;Bern 77 SBV;0
CH;3000;88;Bern Radio Schweiz;0
CH;3000;90;Bern 90;0
CH;3000;94;Bern 94;0
CH;3001;0;Bern;0
CH;3002;0;Bern Postfinance;0
CH;3003;0;Bern;0
CH;3003;1;Bern 3 Nationalrat;0
CH;3003;2;Bern 3 StÑnderat;0
CH;3004;0;Bern;0
CH;3005;0;Bern;0
CH;3006;0;Bern;0
CH;3007;0;Bern;0
CH;3008;0;Bern;0
CH;3010;0;Bern;0
CH;3011;0;Bern;0
CH;3012;0;Bern;0
CH;3013;0;Bern;0
CH;3014;0;Bern;0
CH;3015;0;Bern;0
CH;3017;60;Bern Zustellung;0
CH;3018;0;Bern;0
CH;3019;0;Bern;0
CH;3020;0;Bern;0
CH;3024;0;Bern;0
CH;3027;0;Bern;0
CH;3029;0;Bern Entris;0
CH;3030;1;Bern;0
CH;3030;81;Bern PF KD PK Be 4;0
CH;3030;82;Bern PF KD PK Be 5;0
CH;3030;97;Bern LOGIPV;0
CH;3032;0;Hinterkappelen;0
CH;3033;0;Wohlen b. Bern;0
CH;3034;0;Murzelen;0
CH;3035;0;Frieswil;0
CH;3036;0;Detligen;0
CH;3037;0;Herrenschwanden;0
CH;3038;0;Kirchlindach;0
CH;3039;0;Bern PF OC;0
CH;3040;0;Bern;0
CH;3041;0;Bern;0
CH;3042;0;Ortschwaben;0
CH;3043;0;Uettligen;0
CH;3044;2;Innerberg;0
CH;3045;0;Meikirch;0
CH;3046;0;Wahlendorf;0
CH;3047;0;Bremgarten b. Bern;0
CH;3048;0;Worblaufen;0
CH;3049;0;SÑriswil;0
CH;3050;0;Bern;0
CH;3050;55;Bern DS;0
CH;3052;0;Zollikofen;0
CH;3052;60;Zollikofen Zust;0
CH;3053;0;MÅnchenbuchsee;0
CH;3053;2;Deisswil Mbuchsee;0
CH;3053;3;Diemerswil;0
CH;3053;4;Wiggiswil;0
CH;3053;5;LÑtti;0
CH;3053;60;M'buchsee Zust;0
CH;3054;0;SchÅpfen;0
CH;3063;0;Ittigen;0
CH;3065;0;Bolligen;0
CH;3065;1;Bolligen Dorf;0
CH;3065;2;Bolligen Station;0
CH;3066;0;Stettlen;0
CH;3067;0;Boll;0
CH;3067;60;Boll Zustellung;0
CH;3068;0;Utzigen;0
CH;3070;50;Ostermundigen LZB;0
CH;3070;52;Ostermundigen BHS;0
CH;3071;1;Ostermundigen KATA;0
CH;3071;60;Ostermundigen Zust;0
CH;3071;70;Ostermundi Dist Ba;0
CH;3072;0;Ostermundigen;0
CH;3072;1;Ostermundigen 1;0
CH;3072;2;Ostermundigen 2;0
CH;3072;3;Ostermundigen Ober;0
CH;3072;11;Ostermundigen SB;0
CH;3072;64;Omundigen RÅti FÑ;0
CH;3073;0;GÅmligen;0
CH;3073;60;GÅmligen Zust;0
CH;3074;0;Muri b. Bern;0
CH;3075;0;RÅfenacht BE;0
CH;3076;0;Worb;0
CH;3076;60;Worb Zustellung;0
CH;3077;0;Enggistein;0
CH;3078;0;Richigen;0
CH;3082;0;Schlosswil;0
CH;3083;0;Trimstein;0
CH;3084;0;Wabern;0
CH;3085;0;Wabern Weihnachten;0
CH;3086;0;Zimmerwald;0
CH;3086;2;Englisberg;0
CH;3087;0;Niedermuhlern;0
CH;3088;0;RÅeggisberg;0
CH;3088;2;OberbÅtschel;0
CH;3089;0;Hinterfultigen;0
CH;3095;0;Spiegel b. Bern;0
CH;3096;0;Oberbalm;0
CH;3097;0;Liebefeld;0
CH;3098;0;Kîniz;0
CH;3098;1;Schliern b. Kîniz;0
CH;3099;0;RÅti b. Riggisberg;0
CH;3110;0;MÅnsingen;0
CH;3110;60;MÅnsingen Zust;0
CH;3111;0;TÑgertschi;0
CH;3112;0;Allmendingen b. BE;0
CH;3113;0;Rubigen;0
CH;3114;0;Wichtrach;0
CH;3115;0;Gerzensee;0
CH;3116;0;Kirchdorf BE;0
CH;3116;2;MÅhledorf BE;0
CH;3116;3;Noflen BE;0
CH;3122;0;Kehrsatz;0
CH;3123;0;Belp;0
CH;3123;60;Belp Zustellung;0
CH;3124;0;Belpberg;0
CH;3125;0;Toffen;0
CH;3126;0;Kaufdorf;0
CH;3126;2;Gelterfingen;0
CH;3127;0;MÅhlethurnen;0
CH;3127;2;Lohnstorf;0
CH;3128;0;Kirchenthurnen;0
CH;3128;2;RÅmligen;0
CH;3132;0;Riggisberg;0
CH;3144;0;Gasel;0
CH;3145;0;Niederscherli;0
CH;3147;0;MittelhÑusern;0
CH;3148;0;LanzenhÑusern;0
CH;3150;0;Schwarzenburg;0
CH;3150;60;Schwarzenburg Zust;0
CH;3152;0;Mamishaus;0
CH;3153;0;RÅschegg Gambach;0
CH;3154;0;RÅschegg Heubach;0
CH;3155;0;Helgisried;0
CH;3156;0;Riffenmatt;0
CH;3157;0;Milken;0
CH;3158;0;Guggisberg;0
CH;3159;0;RiedstÑtt;0
CH;3172;0;Niederwangen BE;0
CH;3173;0;Oberwangen b. Bern;0
CH;3174;0;Thîrishaus;0
CH;3175;0;Flamatt;0
CH;3175;60;Flamatt Zustellung;0
CH;3176;0;Neuenegg;0
CH;3177;0;Laupen BE;0
CH;3177;60;Laupen BE Zust;0
CH;3178;0;Bîsingen;0
CH;3179;0;Kriechenwil;0
CH;3182;0;Ueberstorf;0
CH;3183;0;Albligen;0
CH;3184;0;WÅnnewil;0
CH;3185;0;Schmitten FR;0
CH;3186;0;DÅdingen;0
CH;3186;60;DÅdingen Zust;0
CH;3202;0;Frauenkappelen;0
CH;3203;0;MÅhleberg;0
CH;3204;0;RosshÑusern;0
CH;3205;0;GÅmmenen;0
CH;3206;0;Rizenbach;0
CH;3206;1;Ferenbalm;0
CH;3206;2;Wallenbuch;0
CH;3206;3;Biberen;0
CH;3206;4;Gammen;0
CH;3207;0;Wileroltigen;0
CH;3207;2;Golaten;0
CH;3208;0;GurbrÅ;0
CH;3210;0;Kerzers;0
CH;3210;60;Kerzers Zust;0
CH;3212;0;Gurmels;0
CH;3212;2;Kleingurmels;0
CH;3213;0;Liebistorf;0
CH;3213;2;Kleinbîsingen;0
CH;3214;0;Ulmiz;0
CH;3215;0;Gempenach;0
CH;3215;2;BÅchslen;0
CH;3215;3;Lurtigen;0
CH;3216;0;Ried b. Kerzers;0
CH;3216;2;Agriswil;0
CH;3225;0;MÅntschemier;0
CH;3226;0;Treiten;0
CH;3232;0;Ins;0
CH;3233;0;Tschugg;0
CH;3234;0;Vinelz;0
CH;3235;0;Erlach;0
CH;3236;0;Gampelen;0
CH;3237;0;BrÅttelen;0
CH;3238;0;Gals;0
CH;3250;0;Lyss;0
CH;3250;60;Lyss Zustellung;0
CH;3250;75;Lyss Kaserne;0
CH;3251;0;Wengi b. BÅren;0
CH;3251;2;Ruppoldsried;0
CH;3252;0;Worben;0
CH;3253;0;Schnottwil;0
CH;3254;0;Messen;0
CH;3254;2;Balm b. Messen;0
CH;3255;0;Rapperswil BE;0
CH;3256;0;Dieterswil;0
CH;3256;2;Bangerten;0
CH;3256;3;Seewil;0
CH;3257;0;Grossaffoltern;0
CH;3257;1;Ammerzwil BE;0
CH;3262;0;Suberg;0
CH;3263;0;BÅetigen;0
CH;3264;0;Diessbach b. BÅren;0
CH;3266;0;Wiler b. Seedorf;0
CH;3267;0;Seedorf BE;0
CH;3268;0;Lobsigen;0
CH;3270;0;Aarberg;0
CH;3271;0;Radelfingen;0
CH;3272;0;Walperswil;0
CH;3272;2;Epsach;0
CH;3273;0;Kappelen;0
CH;3274;0;Hermrigen;0
CH;3274;2;BÅhl BE;0
CH;3274;3;Merzligen;0
CH;3280;0;Murten;0
CH;3280;2;Meyriez;0
CH;3280;4;Greng;0
CH;3280;60;Murten Zustellung;0
CH;3282;0;Bargen BE;0
CH;3283;0;Kallnach;0
CH;3283;2;Niederried b. Kall;0
CH;3284;0;FrÑschels;0
CH;3285;0;Galmiz;0
CH;3286;0;Muntelier;0
CH;3292;0;Busswil BE;0
CH;3293;0;Dotzigen;0
CH;3294;0;BÅren an der Aare;0
CH;3294;2;Meienried;0
CH;3294;60;BÅren a.A. Zust;0
CH;3295;0;RÅti b. BÅren;0
CH;3296;0;Arch;0
CH;3297;0;Leuzigen;0
CH;3298;0;Oberwil b. BÅren;0
CH;3302;0;Moosseedorf;0
CH;3303;0;Jegenstorf;0
CH;3303;2;MÅnchringen;0
CH;3303;3;Zuzwil BE;0
CH;3303;4;Ballmoos;0
CH;3303;60;Jegenstorf Zust;0
CH;3305;0;Iffwil;0
CH;3305;2;Scheunen;0
CH;3306;0;Etzelkofen;0
CH;3307;0;Brunnenthal;0
CH;3308;0;Grafenried;0
CH;3309;0;Kernenried;0
CH;3309;2;Zauggenried;0
CH;3312;0;Fraubrunnen;0
CH;3313;0;BÅren zum Hof;0
CH;3314;0;Schalunen;0
CH;3315;0;BÑtterkinden;0
CH;3315;1;KrÑiligen;0
CH;3317;0;Limpach;0
CH;3317;1;MÅlchi;0
CH;3321;0;SchînbÅhl EKZ;0
CH;3322;0;Urtenen-SchînbÅhl;0
CH;3322;1;Mattstetten;0
CH;3322;60;Urtenen-S Zust;0
CH;3323;0;BÑriswil BE;0
CH;3324;0;Hindelbank;0
CH;3324;2;Mîtschwil;0
CH;3325;0;Hettiswil;0
CH;3326;0;Krauchthal;0
CH;3360;0;Herzogenbuchsee;0
CH;3360;60;Hbuchsee Zust;0
CH;3362;0;Niederînz;0
CH;3363;0;Oberînz;0
CH;3365;0;Grasswil;0
CH;3365;2;Seeberg;0
CH;3366;0;Bettenhausen;0
CH;3366;2;Bollodingen;0
CH;3367;0;Thîrigen;0
CH;3367;2;Ochlenberg;0
CH;3368;0;Bleienbach;0
CH;3372;0;Wanzwil;0
CH;3373;0;Rîthenbach Hbsee;0
CH;3373;2;Heimenhausen;0
CH;3374;0;Wangenried;0
CH;3375;0;Inkwil;0
CH;3376;0;Graben;0
CH;3376;2;Berken;0
CH;3377;0;Walliswil b.Wangen;0
CH;3380;0;Wangen an der Aare;0
CH;3380;2;Walliswil-Nbipp;0
CH;3380;75;Wangen Kaserne;0
CH;3400;0;Burgdorf;0
CH;3400;1;Burgdorf 1;0
CH;3400;5;Burgdorf PF mob;0
CH;3400;40;Burgdorf Filiale;0
CH;3400;60;Burgdorf Zust;0
CH;3400;70;Burgdorf Dist Fil;0
CH;3401;0;Burgdorf;0
CH;3402;0;Burgdorf;0
CH;3412;0;Heimiswil;0
CH;3413;0;Kaltacker;0
CH;3414;0;Oberburg;0
CH;3415;0;Hasle-RÅegsau;0
CH;3415;1;Hasle b. Burgdorf;0
CH;3415;2;Schafhausen i. E.;0
CH;3415;3;RÅegsauschachen;0
CH;3415;60;Hasle-RÅegsau Zust;0
CH;3416;0;Affoltern BE;0
CH;3417;0;RÅegsau;0
CH;3418;0;RÅegsbach;0
CH;3419;0;Biembach;0
CH;3421;0;Lyssach;0
CH;3421;2;RÅti b. Lyssach;0
CH;3422;0;Kirchberg BE;0
CH;3422;1;RÅdtligen;0
CH;3422;2;AlchenflÅh;0
CH;3422;60;Kirchberg BE Zust;0
CH;3423;0;Ersigen;0
CH;3424;0;Niederîsch;0
CH;3424;2;Oberîsch;0
CH;3425;0;Koppigen;0
CH;3425;2;Willadingen;0
CH;3426;0;Aefligen;0
CH;3427;0;Utzenstorf;0
CH;3428;0;Wiler b.Utzenstorf;0
CH;3429;0;Hîchstetten-Hells;0
CH;3429;2;Hîchstetten;0
CH;3429;3;Hellsau;0
CH;3432;0;LÅtzelflÅh-Goldb;0
CH;3433;0;Schwanden i. E.;0
CH;3434;0;Obergoldbach;0
CH;3434;1;Landiswil;0
CH;3435;0;Ramsei;0
CH;3436;0;ZollbrÅck;0
CH;3436;60;ZollbrÅck Zust;0
CH;3437;0;RÅderswil;0
CH;3438;0;Lauperswil;0
CH;3439;0;RanflÅh;0
CH;3452;0;GrÅnenmatt;0
CH;3453;0;Heimisbach;0
CH;3454;0;Sumiswald;0
CH;3454;60;Sumiswald Zust;0
CH;3455;0;GrÅnen;0
CH;3456;0;Trachselwald;0
CH;3457;0;Wasen im Emmental;0
CH;3462;0;Weier im Emmental;0
CH;3463;0;HÑusernmoos;0
CH;3464;0;Schmidigen-MÅhlew;0
CH;3465;0;DÅrrenroth;0
CH;3472;0;Wynigen;0
CH;3472;2;Rumendingen;0
CH;3473;0;Alchenstorf;0
CH;3474;0;RÅedisbach;0
CH;3475;0;Riedtwil;0
CH;3475;1;Hermiswil;0
CH;3476;0;Oschwand;0
CH;3503;0;Gysenstein;0
CH;3504;0;NiederhÅnigen;0
CH;3504;2;OberhÅnigen;0
CH;3506;0;Grosshîchstetten;0
CH;3507;0;Biglen;0
CH;3508;0;Arni BE;0
CH;3510;0;Konolfingen;0
CH;3510;8;Freimettigen;0
CH;3510;9;HÑutligen;0
CH;3510;60;Konolfingen 1 Zust;0
CH;3512;0;Walkringen;0
CH;3513;0;Bigenthal;0
CH;3531;0;Oberthal;0
CH;3532;0;ZÑziwil;0
CH;3532;2;Mirchel;0
CH;3533;0;Bowil;0
CH;3534;0;Signau;0
CH;3535;0;SchÅpbach;0
CH;3536;0;Aeschau;0
CH;3537;0;Eggiwil;0
CH;3537;60;Eggiwil Zustellung;0
CH;3538;0;Rîthenbach i. E.;0
CH;3543;0;Emmenmatt;0
CH;3550;0;Langnau i. E.;0
CH;3550;60;Langnau i. E. Zust;0
CH;3551;0;Oberfrittenbach;0
CH;3552;0;BÑrau;0
CH;3553;0;Gohl;0
CH;3555;0;Trubschachen;0
CH;3556;0;Trub;0
CH;3557;0;Fankhaus (Trub);0
CH;3600;0;Thun;0
CH;3600;60;Thun 2 Zustellung;0
CH;3600;70;Thun Dist Ba;0
CH;3601;0;Thun;0
CH;3602;0;Thun;0
CH;3603;0;Thun;0
CH;3604;0;Thun;0
CH;3605;0;Thun;0
CH;3607;0;Thun;0
CH;3608;0;Thun;0
CH;3609;0;Thun;0
CH;3612;0;Steffisburg;0
CH;3612;60;Steffisburg 1 Zust;0
CH;3613;0;Steffisburg;0
CH;3613;60;Steffisburg 2 Zust;0
CH;3614;0;Unterlangenegg;0
CH;3615;0;Heimenschwand;0
CH;3616;0;Schwarzenegg;0
CH;3617;0;Fahrni b. Thun;0
CH;3618;0;SÅderen;0
CH;3619;0;Eriz;0
CH;3619;1;Innereriz;0
CH;3622;0;Homberg b. Thun;0
CH;3623;0;Teuffenthal BE;0
CH;3623;2;Horrenbach;0
CH;3623;3;Buchen BE;0
CH;3624;0;Goldiwil (Thun);0
CH;3624;2;Schwendibach;0
CH;3625;0;Heiligenschwendi;0
CH;3626;0;HÅnibach;0
CH;3627;0;Heimberg;0
CH;3627;60;Heimberg Zust;0
CH;3628;0;Uttigen;0
CH;3628;2;KienersrÅti;0
CH;3629;0;Kiesen;0
CH;3629;2;Oppligen;0
CH;3629;3;Jaberg;0
CH;3631;0;Hîfen b. Thun;0
CH;3632;2;Niederstocken;0
CH;3632;3;Oberstocken;0
CH;3633;0;Amsoldingen;0
CH;3634;0;Thierachern;0
CH;3635;0;Uebeschi;0
CH;3636;0;LÑngenbÅhl;0
CH;3636;2;Forst;0
CH;3638;0;Blumenstein;0
CH;3638;1;Pohlern;0
CH;3645;0;Gwatt (Thun);0
CH;3645;2;Zwieselberg;0
CH;3646;0;Einigen;0
CH;3647;0;Reutigen;0
CH;3652;0;Hilterfingen;0
CH;3653;0;Oberhofen Thun'see;0
CH;3654;0;Gunten;0
CH;3655;0;Sigriswil;0
CH;3656;0;Tschingel;0
CH;3656;1;Aeschlen ob Gunten;0
CH;3656;2;Ringoldswil;0
CH;3657;0;Schwanden Sigrisw;0
CH;3658;0;Merligen;0
CH;3661;0;Uetendorf;0
CH;3661;60;Uetendorf Zust;0
CH;3662;0;Seftigen;0
CH;3663;0;Gurzelen;0
CH;3664;0;Burgistein;0
CH;3665;0;Wattenwil;0
CH;3671;0;Brenzikofen;0
CH;3671;2;Herbligen;0
CH;3672;0;Oberdiessbach;0
CH;3672;2;Aeschlen;0
CH;3673;0;Linden;0
CH;3674;0;Bleiken;0
CH;3700;0;Spiez;0
CH;3700;2;Spiezwiler;0
CH;3700;60;Spiez Zustellung;0
CH;3702;0;Hondrich;0
CH;3703;0;Aeschi b. Spiez;0
CH;3703;41;Aeschiried;0
CH;3704;0;Krattigen;0
CH;3705;0;Faulensee;0
CH;3706;0;Leissigen;0
CH;3707;0;DÑrligen;0
CH;3711;0;Emdthal;0
CH;3711;2;MÅlenen;0
CH;3713;0;Reichenbach i. K.;0
CH;3714;0;Frutigen;0
CH;3714;3;Wengi b. Frutigen;0
CH;3714;60;Frutigen Zust;0
CH;3715;0;Adelboden;0
CH;3715;60;Adelboden Zust;0
CH;3716;0;Kandergrund;0
CH;3717;0;Blausee-Mitholz;0
CH;3718;0;Kandersteg;0
CH;3722;0;Scharnachtal;0
CH;3723;0;Kiental;0
CH;3724;0;Ried (Frutigen);0
CH;3725;0;Achseten;0
CH;3752;0;Wimmis;0
CH;3753;0;Oey;0
CH;3754;0;Diemtigen;0
CH;3755;0;Horboden;0
CH;3756;0;ZwischenflÅh;0
CH;3757;0;Schwenden;0
CH;3758;0;Latterbach;0
CH;3762;0;Erlenbach i. S.;0
CH;3763;0;DÑrstetten;0
CH;3764;0;Weissenburg;0
CH;3765;0;Oberwil i. S.;0
CH;3766;0;Boltigen;0
CH;3770;0;Zweisimmen;0
CH;3770;60;Zweisimmen Zust;0
CH;3771;0;Blankenburg;0
CH;3772;0;St. Stephan;0
CH;3773;0;Matten(St.Stephan);0
CH;3775;0;Lenk im Simmental;0
CH;3775;60;Lenk i. S. Zust;0
CH;3776;0;Oeschseite;0
CH;3777;0;Saanenmîser;0
CH;3778;0;Schînried;0
CH;3780;0;Gstaad;0
CH;3780;60;Gstaad Zustellung;0
CH;3781;0;Turbach;0
CH;3782;0;Lauenen b. Gstaad;0
CH;3783;0;Grund b. Gstaad;0
CH;3784;0;Feutersoey;0
CH;3785;0;Gsteig b. Gstaad;0
CH;3792;0;Saanen;0
CH;3800;0;Interlaken;0
CH;3800;2;Unterseen;0
CH;3800;3;Matten b. Interl;0
CH;3800;5;Sundlauenen;0
CH;3800;60;Interlaken Zust;0
CH;3800;76;Interlaken Pauto;0
CH;3801;33;Jungfraujoch;0
CH;3803;0;Beatenberg;0
CH;3804;0;Habkern;0
CH;3805;0;Goldswil;0
CH;3806;0;Bînigen;0
CH;3807;0;Iseltwald;0
CH;3812;0;Wilderswil;0
CH;3813;0;Saxeten;0
CH;3814;0;Gsteigwiler;0
CH;3815;0;ZweilÅtschinen;0
CH;3815;2;GÅndlischwand;0
CH;3816;0;LÅtschental;0
CH;3816;1;Burglauenen;0
CH;3818;0;Grindelwald;0
CH;3818;60;Grindelwald Zust;0
CH;3822;0;Lauterbrunnen;0
CH;3822;2;Isenfluh;0
CH;3823;0;Wengen;0
CH;3823;1;Kleine Scheidegg;0
CH;3823;2;Eigergletscher;0
CH;3824;0;Stechelberg;0
CH;3825;0;MÅrren;0
CH;3826;0;Gimmelwald;0
CH;3852;0;Ringgenberg BE;0
CH;3853;0;Niederried Interl;0
CH;3854;0;Oberried Brienz;0
CH;3855;0;Brienz BE;0
CH;3855;1;Axalp;0
CH;3855;41;Schwanden-Brienz;0
CH;3855;60;Brienz BE Zust;0
CH;3856;0;Brienzwiler;0
CH;3857;0;Unterbach BE;0
CH;3858;0;Hofstetten BE;0
CH;3860;0;Meiringen;0
CH;3860;2;Rosenlaui;0
CH;3860;3;Schattenhalb;0
CH;3860;4;BrÅnig;0
CH;3860;60;Meiringen Zust;0
CH;3862;0;Innertkirchen;0
CH;3863;0;Gadmen;0
CH;3864;0;Guttannen;0
CH;3900;0;Brig;0
CH;3900;2;Gamsen;0
CH;3900;3;Brigerbad;0
CH;3900;60;Brig Zustellung;0
CH;3900;70;Brig Dist Ba;0
CH;3900;76;Brig Postauto;0
CH;3901;23;Rothwald;0
CH;3902;0;Glis;0
CH;3903;0;Mund;0
CH;3903;1;Birgisch;0
CH;3904;0;Naters;0
CH;3905;0;Saas-Almagell;0
CH;3906;0;Saas-Fee;0
CH;3907;0;Simplon Dorf;0
CH;3907;2;Simplon Hospiz;0
CH;3907;3;Gabi (Simplon);0
CH;3907;4;Gondo;0
CH;3908;0;Saas-Balen;0
CH;3910;0;Saas-Grund;0
CH;3911;0;Ried-Brig;0
CH;3912;0;Termen;0
CH;3913;0;Rosswald;0
CH;3914;0;Blatten b. Naters;0
CH;3914;1;Belalp;0
CH;3916;0;Ferden;0
CH;3917;0;Kippel;0
CH;3917;2;Goppenstein;0
CH;3918;0;Wiler (Lîtschen);0
CH;3919;0;Blatten(Lîtschen);0
CH;3920;0;Zermatt;0
CH;3920;60;Zermatt Zustellung;0
CH;3922;0;Stalden VS;0
CH;3922;1;Kalpetran;0
CH;3922;2;Eisten;0
CH;3923;0;Tîrbel;0
CH;3924;0;St. Niklaus VS;0
CH;3924;1;Gasenried;0
CH;3925;0;GrÑchen;0
CH;3926;0;Embd;0
CH;3927;0;Herbriggen;0
CH;3928;0;Randa;0
CH;3929;0;TÑsch;0
CH;3930;0;Visp;0
CH;3930;2;Eyholz;0
CH;3930;11;Visp Verkauf;0
CH;3930;47;Visp Bahnhof SBB;0
CH;3930;60;Visp Zustellung;0
CH;3931;1;Lalden;0
CH;3932;0;Visperterminen;0
CH;3933;0;Staldenried;0
CH;3934;0;Zeneggen;0
CH;3935;0;BÅrchen;0
CH;3937;0;Baltschieder;0
CH;3938;0;Ausserberg;0
CH;3939;0;Eggerberg;0
CH;3940;0;Steg VS;0
CH;3940;1;Steg-Gampel;0
CH;3942;0;Raron;0
CH;3942;2;Niedergesteln;0
CH;3942;3;St. German;0
CH;3943;0;Eischoll;0
CH;3944;0;UnterbÑch VS;0
CH;3945;0;Gampel;0
CH;3945;1;Niedergampel;0
CH;3946;0;Turtmann;0
CH;3946;2;Gruben;0
CH;3947;0;Ergisch;0
CH;3948;0;Unterems;0
CH;3948;1;Oberems;0
CH;3949;0;Hohtenn;0
CH;3951;0;Agarn;0
CH;3952;0;Susten;0
CH;3953;0;Leuk Stadt;0
CH;3953;1;Inden;0
CH;3953;2;Varen;0
CH;3954;0;Leukerbad;0
CH;3955;0;Albinen;0
CH;3956;0;Guttet-Feschel;0
CH;3956;2;Feschel;0
CH;3956;3;Guttet;0
CH;3957;0;Erschmatt;0
CH;3957;2;Bratsch;0
CH;3960;0;Sierre;0
CH;3960;2;Corin-de-la-Cràte;0
CH;3960;3;Loc;0
CH;3960;4;Niouc;0
CH;3960;5;Muraz (Sierre);0
CH;3960;60;Sierre Dist;0
CH;3960;70;Sierre Dist Fil;0
CH;3961;21;Vissoie;0
CH;3961;22;St-Luc;0
CH;3961;23;Chandolin;0
CH;3961;24;Ayer;0
CH;3961;25;Zinal;0
CH;3961;26;Grimentz;0
CH;3961;41;St-Jean VS;0
CH;3963;0;Crans-Montana;0
CH;3963;1;Crans-Montana 1;0
CH;3963;2;Crans-Montana 2;0
CH;3963;3;Montana;0
CH;3963;4;Aminona;0
CH;3963;60;C.-Montana 1 Dist;0
CH;3965;0;Chippis;0
CH;3966;0;Chalais;0
CH;3966;1;RÇchy;0
CH;3967;0;Vercorin;0
CH;3968;0;Veyras;0
CH;3970;0;Salgesch;0
CH;3971;0;Chermignon;0
CH;3971;1;Chermignon-Bas;0
CH;3971;2;Ollon VS;0
CH;3972;0;Miäge;0
CH;3973;0;Venthìne;0
CH;3974;0;Mollens VS;0
CH;3975;0;Randogne;0
CH;3976;0;Noâs;0
CH;3976;2;ChampzabÇ;0
CH;3977;0;Granges VS;0
CH;3977;60;Granges VS Dist;0
CH;3978;0;Flanthey;0
CH;3979;0;Grìne;0
CH;3982;0;Bitsch;0
CH;3983;0;Mîrel;0
CH;3983;2;Bister;0
CH;3983;3;Filet;0
CH;3983;4;Goppisberg;0
CH;3983;5;Greich;0
CH;3984;0;Fiesch;0
CH;3984;2;Fieschertal;0
CH;3985;0;MÅnster VS;0
CH;3985;2;Geschinen;0
CH;3986;0;Ried-Mîrel;0
CH;3987;0;Riederalp;0
CH;3988;0;Ulrichen;0
CH;3988;2;Obergesteln;0
CH;3989;0;Biel VS;0
CH;3989;1;Grafschaft;0
CH;3989;2;Ritzingen;0
CH;3989;3;Selkingen;0
CH;3989;4;Niederwald;0
CH;3989;5;Blitzingen;0
CH;3991;0;Betten;0
CH;3992;0;Bettmeralp;0
CH;3993;0;Grengiols;0
CH;3994;0;Lax;0
CH;3994;2;Martisberg;0
CH;3995;0;Ernen;0
CH;3995;2;Ausserbinn;0
CH;3995;3;MÅhlebach (Goms);0
CH;3995;4;Steinhaus;0
CH;3996;0;Binn;0
CH;3997;0;Bellwald;0
CH;3998;0;Reckingen VS;0
CH;3998;1;Gluringen;0
CH;3999;0;Oberwald;0
CH;4000;0;Basel;0
CH;4000;60;Basel 2 Zustellung;0
CH;4000;70;Basel Dist Ba;0
CH;4000;76;Basel Postauto;0
CH;4001;0;Basel;0
CH;4002;0;Basel 2 Annahme;0
CH;4002;2;Basel;0
CH;4002;50;Basel LZB;0
CH;4003;0;Basel;0
CH;4004;0;Basel;0
CH;4005;0;Basel;0
CH;4007;0;Basel;0
CH;4008;0;Basel;0
CH;4009;0;Basel;0
CH;4010;0;Basel;0
CH;4011;0;Basel;0
CH;4012;0;Basel;0
CH;4013;0;Basel;0
CH;4013;1;Basel Voltastrasse;0
CH;4015;0;Basel;0
CH;4016;0;Basel;0
CH;4017;0;Basel;0
CH;4018;0;Basel;0
CH;4019;0;Basel;0
CH;4020;0;Basel;0
CH;4023;0;Basel;0
CH;4024;0;Basel;0
CH;4025;0;Basel;0
CH;4030;0;Basel;0
CH;4031;0;Basel UniSpital;0
CH;4032;0;Basel;0
CH;4033;0;Basel;0
CH;4034;0;Basel 34 Breite;0
CH;4035;0;Basel;0
CH;4039;0;Basel;0
CH;4040;2;Basel;0
CH;4041;0;Basel;0
CH;4042;0;Basel PF OC;0
CH;4051;0;Basel;0
CH;4052;0;Basel;0
CH;4053;0;Basel;0
CH;4053;47;Basel Shell;0
CH;4054;0;Basel;0
CH;4055;0;Basel;0
CH;4056;0;Basel;0
CH;4057;0;Basel;0
CH;4058;0;Basel;0
CH;4059;0;Basel;0
CH;4065;0;Basel SBB Cargo AG;0
CH;4070;0;Basel;0
CH;4075;0;Basel;0
CH;4078;0;Basel Reader's D.;0
CH;4080;0;Basel;0
CH;4081;0;Basel;0
CH;4082;0;Basel;0
CH;4083;0;Basel;0
CH;4084;0;Basel;0
CH;4085;0;Basel;0
CH;4086;0;Basel;0
CH;4087;0;Basel;0
CH;4088;0;Basel;0
CH;4089;0;Basel;0
CH;4089;73;Basel SPI GLS;0
CH;4091;0;Basel;0
CH;4092;0;Basel SPI AS 22;0
CH;4093;0;Basel SPI AS 23;0
CH;4094;0;Basel SPI AS 24;0
CH;4095;0;Basel SPI AS 25;0
CH;4096;0;Basel SPI AS 26;0
CH;4101;0;Bruderholz;0
CH;4102;0;Binningen;0
CH;4102;1;Binningen 1;0
CH;4102;2;Binningen 2;0
CH;4102;60;Binningen 1 Zust;0
CH;4103;0;Bottmingen;0
CH;4104;0;Oberwil BL;0
CH;4104;60;Oberwil BL Zust;0
